OBJECTID,County,Contae,Local_Government_Area,Limistéar_Rialtas_Áitiúil,Classification,Cineál,Gaeltacht,Town_Classification,ID,English_Name,Irish_Name,Foirm_Ghinideach,Alternative_Name,IG_E,IG_N,ITM_E,ITM_N,Irish_Validation,Legislation,Validated_By,Date_,Comment_
1,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17001,AGHA,Achadh,,,273158,165458,673093,665499,,,Fiontar,,
2,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17002,BALLINACARRIG,Baile na Carraige,,,270876,172624,670811,672664,,,Fiontar,,
3,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17003,BALLINTEMPLE,Baile an Teampaill,,,288298,167521,688229,667562,,,Fiontar,,
4,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17004,BALLON,Balana,,,282316,164647,682249,664689,,,Fiontar,,
5,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17005,BALLYELLIN,Baile Eilín,,,271289,153369,671224,653413,,,Fiontar,,
6,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17006,BALLYMOON,Baile Muáin,,,273651,161168,673585,661210,,,Fiontar,,
7,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17007,BALLYMURPHY,Baile Uí Mhurchú,,,278021,144377,677954,644423,,,Fiontar,,
8,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17008,BORRIS,An Bhuiríos,,,272371,150071,672306,650116,,,Fiontar,,
9,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17009,BURTON HALL,Baile na Cille,,,277539,179037,677473,679075,,,Fiontar,,
10,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17010,CARLOW RURAL,Ceatharlach (Tuath),,,273116,178471,673051,678510,,,Fiontar,,
11,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17011,CARLOW URBAN,Ceatharlach (Uirbeach),,,272221,176584,672156,676623,,,Fiontar,,
12,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17012,CLOGRENAN,Cloch Ghrianáin,,,267342,171656,667278,671696,,,Fiontar,,
13,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17013,CLONEGALL,Cluain na nGall,,,289656,161163,689587,661205,,,Fiontar,,
14,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17014,CLONMORE,Cluain Mhór,,,295984,176559,695914,676598,,,Fiontar,,
15,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17015,COONOGUE,Cuanóg,,,279867,147531,679800,647576,,,Fiontar,,
16,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17016,CORRIES,Na Coraí,,,274186,157115,674120,657158,,,Fiontar,,
17,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17017,CRANEMORE,An Corrán Mór,,,285654,156803,685586,656846,,,Fiontar,,
18,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17018,FENNAGH,Fionnmhach,,,277236,163750,677170,663792,,,Fiontar,,
19,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17019,GARRYHILL,An Gharbhchoill,,,279007,157644,678940,657687,,,Fiontar,,
20,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17020,GLYNN,An Gleann,,,275477,138664,675411,638711,,,Fiontar,,
21,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17021,GRANGEFORD,An Ghráinseach,,,280973,174981,680906,675020,,,Fiontar,,
22,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17022,HACKETSTOWN,Baile Haicéid,,,297099,180796,697028,680834,,,Fiontar,,
23,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17023,HAROLDSTOWN,Baile Arúil,,,292231,178398,692161,678437,,,Fiontar,,
24,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17024,JOHNSTOWN,Baile Sheáin,,,277261,176513,677195,676552,,,Fiontar,,
25,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17025,KELLISTOWN,Cill Asna,,,276761,172245,676695,672285,,,Fiontar,,
26,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17026,KILBRIDE,Cill Bhríde,,,285109,165793,685041,665834,,,Fiontar,,
27,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17027,KILLEDMOND,Coill Éamainn,,,276184,152950,676118,652994,,,Fiontar,,
28,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17028,KILLERRIG,Cill Dheirge,,,279926,177904,679859,677943,,,Fiontar,,
29,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17029,KINEAGH,Cinn Eich,,,283067,180256,682999,680294,,,Fiontar,,
30,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17030,KYLE,Cnoc an Tóchair,,,276481,148488,676415,648533,,,Fiontar,,
31,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17031,LEIGHLINBRIDGE,Leitheanach,,,267935,163199,667871,663241,,,Fiontar,,
32,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17032,MARLEY,Marlaí,,,274606,143628,674540,643674,,,Fiontar,,
33,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17033,MUINEBEAG RURAL,Muine Bheag (Tuath),,,271854,162167,671789,662209,,,Fiontar,,
34,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17034,MUINEBEAG URBAN,Muine Bheag (Uirbeach),,,270043,161329,669978,661371,,,Fiontar,,
35,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17035,MYSHALL,Míseal,,,282457,158145,682389,658188,,,Fiontar,,
36,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17036,NURNEY,An Urnaí,,,272924,169159,672859,669200,,,Fiontar,,
37,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17037,OLDLEIGHLIN,Seanleithghlinn,,,264897,165045,664833,665087,,,Fiontar,,
38,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17038,RAHILL,Ráth Choill,,,285806,183415,685738,683452,,,Fiontar,,
39,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17039,RATHANNA,Ráth Ana,,,280603,152743,680536,652787,,,Fiontar,,
40,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17040,RATHORNAN,Ráth Thornáin,,,265367,169753,665303,669794,,,Fiontar,,
41,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17041,RATHRUSH,Ráth Rois,,,281637,167597,681570,667638,,,Fiontar,,
42,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17042,RATHVILLY,Ráth Bhile,,,288977,182718,688908,682756,,,Fiontar,,
43,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17043,RIDGE,An Droim,,,262242,167050,662179,667091,,,Fiontar,,
44,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17044,SHANGARRY,An Seangharraí,,,282386,161954,682319,661996,,,Fiontar,,
45,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17045,SLIGUFF,Slí Dhubh,,,270576,156424,670511,656467,,,Fiontar,,
46,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17046,TANKARDSTOWN,Baile Thancaird,,,285078,176749,685010,676788,,,Fiontar,,
47,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17047,TEMPLEPETER,Teampall Pheadair,,,276023,167761,675957,667802,,,Fiontar,,
48,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17048,TIKNOCK,Tigh an Chnoic,,,292599,182675,692529,682713,,,Fiontar,,
49,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17049,TINNAHINCH,Tigh na hInse,,,272727,140560,672662,640607,,,Fiontar,,
50,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17050,TULLOW RURAL,An Tulach (Tuath),,,285420,171538,685352,671578,,,Fiontar,,
51,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17051,TULLOW URBAN,An Tulach (Uirbeach),,,285171,173421,685103,673461,,,Fiontar,,
52,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17052,TULLOWBEG,An Tulach Bheag,,,282547,172434,682479,672474,,,Fiontar,,
53,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17053,WILLIAMSTOWN,Baile Liam,,,287362,178552,687293,678591,,,Fiontar,,
54,CARLOW,Ceatharlach,CARLOW,,ED,T,N,,17054,GRAIGUE URBAN,An Ghráig (Uirbeach),,,271314,176912,671249,676951,,,Fiontar,,
55,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27001,ARDUE,Ard Aodha,,,230578,316774,630523,816783,,,Fiontar,,
56,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27002,ARVAGH,Ármhach,,,227640,298054,627585,798067,,,Fiontar,,
57,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27003,ASHFIELD,Droim Lócháin,,,255019,314233,654958,814242,,,Fiontar,,
58,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27004,BAILIEBOROUGH,Coill an Chollaigh,,,267075,297740,667012,797753,,,Fiontar,,
59,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27005,BALLINTEMPLE,Baile an Teampaill,,,237400,294292,637343,794306,,,Fiontar,,
60,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27006,BALLYCONNELL,Béal Átha Conaill,,,225084,319167,625030,819175,,,Fiontar,,
61,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27007,BALLYHAISE,Béal Átha hÉis,,,242559,310825,642501,810835,,,Fiontar,,
62,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27008,BALLYJAMESDUFF,Baile Fhinn,,,251550,291420,651490,791434,,,Fiontar,,
63,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27009,BALLYMACHUGH,Baile Mhic Aodha,,,242716,286835,642658,786850,,,Fiontar,,
64,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27010,BALLYMAGAURAN,Baile Mhic Shamhráin,,,219226,315142,619173,815151,,,Fiontar,,
65,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27011,BAWNBOY,An Bábhún Buí,,,220865,319427,620812,819435,,,Fiontar,,
66,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27012,BELLANANAGH,Béal Átha na nEach,,,238873,297835,638816,797848,,,Fiontar,,
67,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27013,BELTURBET,Béal Tairbirt (Uirbeach),,,235957,317173,635900,817182,,,Fiontar,,
68,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27014,BENBRACK,An Bhinn Bhreac,,,209704,320440,609653,820448,,,Fiontar,,
69,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27015,BILBERRY,An Mullach Mór,,,225280,312786,625226,812796,,,Fiontar,,
70,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27016,BRUCE HALL,Goirtín an Tairbh,,,231346,296212,631290,796225,,,Fiontar,,
71,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27017,BUTLER'S BRIDGE,Droichead an Bhuitléaraigh,,,240901,311972,640843,811982,,,Fiontar,,
72,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27018,CANNINGSTOWN,Baile Chainín,,,260141,302572,660079,802584,,,Fiontar,,
73,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27019,CARN,An Carn,,,228488,313636,628433,813646,,,Fiontar,,
74,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27020,CARNAGARVE,Carn na nGarbh,,,265539,292791,665476,792805,,,Fiontar,,
75,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27021,CARRAFIN,Cora Finne,,,237258,311153,637201,811163,,,Fiontar,,
76,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27022,CASTLERAHAN,Caisleán Raithin,,,253200,286504,653140,786519,,,Fiontar,,
77,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27023,CASTLESAUNDERSON,Caisleán Shandarsan,,,240204,315685,640147,815694,,,Fiontar,,
78,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27024,CAVAN RURAL,An Cabhán (Tuath),,,239450,306538,639393,806549,,,Fiontar,,
79,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27025,CAVAN URBAN,An Cabhán (Uirbeach),,,241773,304940,641715,804951,,,Fiontar,,
80,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27026,CLONERVY,Cluain Oirbhe,,,244960,307915,644901,807926,,,Fiontar,,
81,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27027,COOTEHILL RURAL,Muinchille (Tuath),,,262161,313225,662099,813235,,,Fiontar,,
82,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27028,COOTEHILL URBAN,Muinchille (Uirbeach),,,259771,314157,659709,814166,,,Fiontar,,
83,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27029,CORR,An Chorr,,,231918,302039,631862,802051,,,Fiontar,,
84,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27030,CORRANEARY,Corr an Aoire,,,262595,307361,662533,807372,,,Fiontar,,
85,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27031,CROSSBANE,An Chrois Bhán,,,263419,289252,663356,789267,,,Fiontar,,
86,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27032,CROSSDONEY,Cros Domhnaigh,,,235071,301749,635015,801761,,,Fiontar,,
87,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27033,CROSSKEYS,Carraig an Tobair,,,248734,297615,648675,797628,,,Fiontar,,
88,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27034,CUTTRAGH,Cutrach,,,247736,302297,647677,802309,,,Fiontar,,
89,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27035,DENN,Deinn,,,243307,297024,643249,797037,,,Fiontar,,
90,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27036,DERRIN,An Doirín,,,241498,293775,641440,793789,,,Fiontar,,
91,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27037,DERRYLAHAN,Doire Leathan,,,203968,329267,603918,829273,,,Fiontar,,
92,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27038,DERRYNANANTA,Doire na Neanta,,,207479,324269,607429,824276,,,Fiontar,,
93,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27039,DIAMOND,Droim Chartach,,,227581,310003,627526,810013,,,Fiontar,,
94,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27040,DOOGARY,An Dúgharraí,,,223905,309254,623851,809265,,,Fiontar,,
95,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27041,DOWRA,An Damhshraith,,,200030,328015,599981,828022,,,Fiontar,,
96,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27042,DRUMANESPICK,Droim an Easpaig,,,260354,298647,660292,798660,,,Fiontar,,
97,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27043,DRUMCARBAN,Droim Chearbán,,,234742,297172,634686,797185,,,Fiontar,,
98,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27044,DRUMCARN,Droim Chairn,,,246946,314364,646887,814373,,,Fiontar,,
99,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27045,DRUMLUMMAN,Droim Lomáin,,,237404,288972,637347,788987,,,Fiontar,,
100,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27046,DRUNG,Drong,,,249194,309540,649135,809550,,,Fiontar,,
101,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27047,DUNMAKEEVER,Dún Mhic Íomhair,,,206428,326803,606378,826810,,,Fiontar,,
102,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27048,ENNISKEEN,Inis Caoin,,,272302,295116,672237,795129,,,Fiontar,,
103,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27049,ESKEY,Droichead na hEasca,,,203373,337165,603324,837170,,,Fiontar,,
104,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27050,GRADDUM,,,,247611,294056,647552,794070,,,,,
105,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27051,GRILLY,An Ghreallaigh,,,238157,317941,638100,817950,,,Fiontar,,
106,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27052,KILBRIDE,Cill Bhríde,,,248734,283918,648674,783934,,,Fiontar,,
107,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27053,KILCOGY,Cill Chóige,,,235591,286687,635534,786702,,,Fiontar,,
108,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27054,KILCONNY,Coill Chonnaidh,,,234642,318624,634586,818633,,,Fiontar,,
109,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27055,KILGOLAGH,Coill Ghabhlach,,,239199,284121,639142,784137,,,Fiontar,,
110,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27056,KILL,An Chill,,,239985,290933,639927,790947,,,Fiontar,,
111,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27057,KILLASHANDRA,Cill na Seanrátha,,,228879,307716,628824,807727,,,Fiontar,,
112,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27058,KILLINAGH,Cill Laighneach,,,202130,332879,602081,832885,,,Fiontar,,
113,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27059,KILLINKERE,Cillín Chéir,,,260568,294551,660506,794565,,,Fiontar,,
114,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27060,KILLYKEEN,Coillidh Chaoin,,,235196,305589,635140,805600,,,Fiontar,,
115,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27061,KILNALECK,Cill na Leice,,,246331,290558,646272,790572,,,Fiontar,,
116,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27062,KINAWLEY,Cill Náile,,,214417,325676,614365,825683,,,Fiontar,,
117,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27063,KINGSCOURT,Dún an Rí,,,277166,296140,677100,796153,,,Fiontar,,
118,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27064,KNAPPAGH,An Chnapach,,,266790,308532,666727,808542,,,Fiontar,,
119,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27065,LARAH NORTH,Láithreach,,,252443,306504,652383,806515,,,Fiontar,,
120,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27066,LARAH SOUTH,Leathráth Thuaidh,,,255293,301800,655232,801812,,,Fiontar,,
121,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27067,LISAGOAN,Luimneach Theas (Tuath),,,274456,298658,674391,798671,,,Fiontar,,
122,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27068,LISSANOVER,Lios an Daill Thiar,,,223636,314567,623582,814576,,,Fiontar,,
123,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27069,LOUGHDAWAN,Loch Luíoch,,,233450,292188,633394,792202,,,Fiontar,,
124,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27070,LURGAN,An Lorgain,,,255078,290643,655017,790657,,,Fiontar,,
125,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27071,MILLTOWN,Baile an Mhuilinn,,,233270,311153,633214,811163,,,Fiontar,,
126,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27072,MOYNEHALL,Eochaill,,,243157,301625,643099,801637,,,Fiontar,,
127,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27073,MULLAGH,An Mullach,,,267402,286352,667338,786367,,,Fiontar,,
128,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27074,MUNTERCONNAUGHT,Muintir Chonnacht,,,259088,283944,659026,783960,,,Fiontar,,
129,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27075,PEDARA VOHERS,Crosbhóthar Pheadar an Bhóthair,,,214776,322469,614724,822477,,,Fiontar,,
130,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27076,RAKENNY,Ráth Cionaoith,,,251688,312329,651628,812339,,,Fiontar,,
131,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27077,REDHILL,An Cnoc Rua,,,242913,316200,642855,816209,,,Fiontar,,
132,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27078,SCRABBY,An Screabach,,,229906,291856,629851,791870,,,Fiontar,,
133,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27079,SHERCOCK,Searcóg,,,270012,304841,669948,804852,,,Fiontar,,
134,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27080,SKEAGH,Sceitheach,,,264735,302171,664672,802183,,,Fiontar,,
135,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27081,SPRINGFIELD,Corr an Dairín,,,227928,303760,627873,803772,,,Fiontar,,
136,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27082,STRADONE,Sraith an Domhain,,,251059,302440,650999,802452,,,Fiontar,,
137,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27083,SWANLINBAR,An Muileann Iarainn,,,216804,327545,616752,827552,,,Fiontar,,
138,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27084,TAGHART,An Táchairt,,,271491,301708,671427,801720,,,Fiontar,,
139,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27085,TEEBANE,An Taobh Bán,,,198509,331422,598461,831428,,,Fiontar,,
140,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27086,TEMPLEPORT,Teampall an Phoirt,,,214351,319393,614299,819401,,,Fiontar,,
141,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27087,TERMON,An Tearmann,,,256352,294636,656291,794650,,,Fiontar,,
142,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27088,TIRCAHAN,Tír Chatháin,,,221015,324141,620962,824148,,,Fiontar,,
143,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27089,TUAM,Tuaim,,,206399,334152,606349,834157,,,Fiontar,,
144,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27090,TULLYVIN EAST,Tulaigh Bhinn Thoir,,,257694,309392,657633,809402,,,Fiontar,,
145,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27091,TULLYVIN WEST,Tulaigh Bhinn Thiar,,,256223,308143,656162,808154,,,Fiontar,,
146,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27092,VIRGINIA,Achadh an Iúir,,,261749,286778,661687,786793,,,Fiontar,,
147,CAVAN,An Cabhán,CAVAN,,ED,T,N,,27093,WATERLOO,Carraig na Madadh,,,253613,297857,653553,797870,,,Fiontar,,
148,CLARE,An Clár,CLARE,,ED,T,N,,37001,ABBEY,An Mhainistir,,,128515,210064,528481,710096,,,Fiontar,,
149,CLARE,An Clár,CLARE,,ED,T,N,,37002,ANNAGH,An tEanach,,,109145,176446,509115,676486,,,Fiontar,,
150,CLARE,An Clár,CLARE,,ED,T,N,,37003,AYLE,An Aill,,,154033,186191,553994,686228,,,Fiontar,,
151,CLARE,An Clár,CLARE,,ED,T,N,,37004,BALLAGH,An Bealach,,,116962,189535,516931,689572,,,Fiontar,,
152,CLARE,An Clár,CLARE,,ED,T,N,,37005,BALLYBLOOD,Baile Uí Bhloid,,,147863,176543,547825,676583,,,Fiontar,,
153,CLARE,An Clár,CLARE,,ED,T,N,,37006,BALLYCANNAN,Baile Uí Chanáin,,,155469,162719,555429,662761,,,Fiontar,,
154,CLARE,An Clár,CLARE,,ED,T,N,,37007,BALLYEA,Baile Uí Aodha,,,120186,183489,520154,683527,,,Fiontar,,
155,CLARE,An Clár,CLARE,,ED,T,N,,37008,BALLYEIGHTER,Béal Íochtair,,,134788,194053,534753,694089,,,Fiontar,,
156,CLARE,An Clár,CLARE,,ED,T,N,,37009,BALLYGLASS,An Baile Glas,,,158484,161915,558444,661958,,,Fiontar,,
157,CLARE,An Clár,CLARE,,ED,T,N,,37010,BALLYNACALLY,Baile na Caillí,,,129715,164072,529681,664114,,,Fiontar,,
158,CLARE,An Clár,CLARE,,ED,T,N,,37011,BALLYNAHINCH,Baile na hInse,,,153838,180724,553799,680763,,,Fiontar,,
159,CLARE,An Clár,CLARE,,ED,T,N,,37012,BALLYSTEEN,Baile Stiabhna,,,103575,190094,503546,690131,,,Fiontar,,
160,CLARE,An Clár,CLARE,,ED,T,N,,37013,BALLYVASKIN,Baile Bhaiscinn,,,106857,181747,506828,681786,,,Fiontar,,
161,CLARE,An Clár,CLARE,,ED,T,N,,37014,BOHERGLASS,An Bóthar Glas,,,157879,180205,557839,680244,,,Fiontar,,
162,CLARE,An Clár,CLARE,,ED,T,N,,37015,BOSTON,Boston,,,135682,199865,535647,699900,,,Fiontar,,
163,CLARE,An Clár,CLARE,,ED,T,N,,37016,CAHER,An Chathair,,,144861,189892,544824,689929,,,Fiontar,,
164,CLARE,An Clár,CLARE,,ED,T,N,,37017,CAHERHURLY,Cathair Urthaile,,,161103,180518,561062,680557,,,Fiontar,,
165,CLARE,An Clár,CLARE,,ED,T,N,,37018,CAHERMURPHY,Cathair Mhurchú,,,158329,196805,558289,696840,,,Fiontar,,
166,CLARE,An Clár,CLARE,,ED,T,N,,37019,CAHERMURPHY,Cathair Mhurchú,,,109209,167353,509179,667395,,,Fiontar,,
167,CLARE,An Clár,CLARE,,ED,T,N,,37020,CAPPAGHABAUN,An Cheapach Bhán,,,164023,191000,563981,691036,,,Fiontar,,
168,CLARE,An Clár,CLARE,,ED,T,N,,37021,CAPPAVILLA,Ceapach an Bhile,,,161328,159988,561287,660031,,,Fiontar,,
169,CLARE,An Clár,CLARE,,ED,T,N,,37022,CARRAN,An Carn,,,130107,200858,530073,700892,,,Fiontar,,
170,CLARE,An Clár,CLARE,,ED,T,N,,37023,CARROWBAUN,An Cheathrú Bhán,,,164064,176518,564022,676557,,,Fiontar,,
171,CLARE,An Clár,CLARE,,ED,T,N,,37024,CASTLECRINE,An Caisleán Críon,,,151230,169353,551191,669394,,,Fiontar,,
172,CLARE,An Clár,CLARE,,ED,T,N,,37025,CASTLETOWN,Caisleán Boirne,,,123981,197861,523948,697896,,,Fiontar,,
173,CLARE,An Clár,CLARE,,ED,T,N,,37026,CLAREABBEY,,,,132834,173211,532799,673251,,,,,
174,CLARE,An Clár,CLARE,,ED,T,N,,37027,CLENAGH,An Chlaonach,,,137883,163472,537847,663514,,,Fiontar,,
175,CLARE,An Clár,CLARE,,ED,T,N,,37028,CLOGHAUN,An Clochán,,,110780,201012,510750,701046,,,Fiontar,,
176,CLARE,An Clár,CLARE,,ED,T,N,,37029,CLOGHERA,Clochdhoire,,,159305,166694,559264,666736,,,Fiontar,,
177,CLARE,An Clár,CLARE,,ED,T,N,,37030,CLONDAGAD,Cluain Dá Ghad,,,123785,167696,523752,667738,,,Fiontar,,
178,CLARE,An Clár,CLARE,,ED,T,N,,37031,CLOONADRUM,Cluain an Droma,,,101251,171253,501223,671294,,,Fiontar,,
179,CLARE,An Clár,CLARE,,ED,T,N,,37032,CLOONANAHA,Cluain an Fhathaigh,,,114700,179777,514669,679816,,,Fiontar,,
180,CLARE,An Clár,CLARE,,ED,T,N,,37033,CLOONCOORHA,Cluain Cumhra,,,101801,158514,501773,658558,,,Fiontar,,
181,CLARE,An Clár,CLARE,,ED,T,N,,37034,CLOONEY,Cluaine,,,118845,187042,518813,687079,,,Fiontar,,
182,CLARE,An Clár,CLARE,,ED,T,N,,37035,CLOONEY,Cluaine,,,142436,178472,542399,678511,,,Fiontar,,
183,CLARE,An Clár,CLARE,,ED,T,N,,37036,CLOONTRA,Cluain Treá,,,155370,167207,555330,667249,,,Fiontar,,
184,CLARE,An Clár,CLARE,,ED,T,N,,37037,CLOONUSKER,Cluain Oscair,,,160773,190209,560732,690246,,,Fiontar,,
185,CLARE,An Clár,CLARE,,ED,T,N,,37038,COOLMEEN,Cúil Mhín,,,116608,155945,516577,655989,,,Fiontar,,
186,CLARE,An Clár,CLARE,,ED,T,N,,37039,COOLREAGH,An Chúil Riabhach,,,157439,183596,557399,683634,,,Fiontar,,
